sample_id,source_csv_line,source_run_id,group_id,group_index,trajectory_rank,N_params_B,D_tokens_B,val_loss,C_FLOPs_1e21,steps,compute_ratio_C_over_6ND,compute_identity_outlier,token_tail_split
B1:11.965825:87000,1121,1176,N=11.965825B,8,91,11.965825,182.452,2.1309,13.0991,87000,0.9999975404935635,0,train
B1:11.965825:88000,1122,1177,N=11.965825B,8,92,11.965825,184.549,2.1298,13.2497,88000,1.0000010394548038,0,train
B1:11.965825:89000,1123,1178,N=11.965825B,8,93,11.965825,186.647,2.129,13.4003,89000,0.9999991020619541,0,train
B1:11.965825:90000,1124,1179,N=11.965825B,8,94,11.965825,188.744,2.1281,13.5509,90000,1.0000025059062565,0,train
B1:11.965825:91000,1125,1180,N=11.965825B,8,95,11.965825,190.841,2.1272,13.7014,91000,0.9999985364327255,0,train
B1:11.965825:92000,1126,1181,N=11.965825B,8,96,11.965825,192.938,2.1264,13.852,92000,1.0000018724334798,0,train
B1:11.965825:93000,1127,1182,N=11.965825B,8,97,11.965825,195.035,2.1256,14.0025,93000,0.9999979951298897,0,train
B1:11.965825:94000,1128,1183,N=11.965825B,8,98,11.965825,197.132,2.1248,14.1531,94000,1.0000012659150772,0,train
B1:11.965825:95000,1129,1184,N=11.965825B,8,99,11.965825,199.229,2.1238,14.3036,95000,0.9999974766171505,0,train
B1:11.965825:96000,1130,1185,N=11.965825B,8,100,11.965825,201.327,2.123,14.4543,96000,1.0000026359941632,0,train
B1:11.965825:97000,1131,1186,N=11.965825B,8,101,11.965825,203.424,2.1223,14.6048,97000,0.999998910715472,0,train
B1:11.965825:98000,1132,1187,N=11.965825B,8,102,11.965825,205.521,2.1214,14.7554,98000,1.0000020386510242,0,train
B1:11.965825:99000,1133,1188,N=11.965825B,8,103,11.965825,207.618,2.1206,14.9059,99000,0.9999983946583845,0,test
B1:11.965825:100000,1134,1189,N=11.965825B,8,104,11.965825,209.715,2.1199,15.0565,100000,1.0000014651999016,0,test
B1:11.965825:101000,1135,1190,N=11.965825B,8,105,11.965825,211.812,2.119,15.207,101000,0.9999978990377538,0,test
B1:11.965825:102000,1136,1191,N=11.965825B,8,106,11.965825,213.91,2.1183,15.3577,102000,1.0000027507775386,0,test
B1:11.965825:103000,1137,1192,N=11.965825B,8,107,11.965825,216.007,2.1175,15.5082,103000,0.9999992413922262,0,test
B1:11.965825:104000,1138,1193,N=11.965825B,8,108,11.965825,218.104,2.1168,15.6588,104000,1.0000021856895038,0,test
B1:11.965825:105000,1139,1194,N=11.965825B,8,109,11.965825,220.201,2.1161,15.8093,105000,0.9999987485261687,0,test
B1:11.965825:106000,1140,1195,N=11.965825B,8,110,11.965825,222.298,2.1152,15.9599,106000,1.000001641924011,0,test
B1:11.965825:107000,1141,1196,N=11.965825B,8,111,11.965825,224.395,2.1147,16.1104,107000,0.9999982740836967,0,test
B1:11.965825:108000,1142,1197,N=11.965825B,8,112,11.965825,226.492,2.1139,16.261,108000,1.0000011182965582,0,test
B1:11.965825:109000,1143,1198,N=11.965825B,8,113,11.965825,228.59,2.1133,16.4116,109000,0.9999995356640142,0,test
B1:11.965825:110000,1144,1199,N=11.965825B,8,114,11.965825,230.687,2.1125,16.5622,110000,1.0000023166873295,0,test
B1:11.965825:111000,1145,1200,N=11.965825B,8,115,11.965825,232.784,2.1119,16.7127,111000,0.9999990641377298,0,test
B1:11.965825:112000,1146,1201,N=11.965825B,8,116,11.965825,234.881,2.1112,16.8633,112000,1.00000179971326,0,test
B1:11.965825:113000,1147,1202,N=11.965825B,8,117,11.965825,236.978,2.1105,17.0138,113000,0.9999986093014437,0,test
B1:11.965825:114000,1148,1203,N=11.965825B,8,118,11.965825,239.075,2.1099,17.1644,114000,1.0000013008773418,0,test
B1:11.965825:115000,1149,1204,N=11.965825B,8,119,11.965825,241.172,2.1092,17.3149,115000,0.9999981702844353,0,test
B1:11.965825:116000,1150,1205,N=11.965825B,8,120,11.965825,243.27,2.1085,17.4656,116000,1.0000024341335814,0,test
B1:11.965825:117000,1151,1206,N=11.965825B,8,121,11.965825,245.367,2.1079,17.6161,117000,0.9999993473786762,0,test
B1:11.965825:118000,1152,1207,N=11.965825B,8,122,11.965825,247.464,2.1072,17.7667,118000,1.0000019414560366,0,test
B1:11.965825:119000,1153,1208,N=11.965825B,8,123,11.965825,249.561,2.1066,17.9172,119000,0.9999989107154722,0,test
B1:11.965825:120000,1154,1209,N=11.965825B,8,124,11.965825,251.658,2.1059,18.0678,120000,1.0000014651999019,0,test
B1:11.965825:121000,1155,1210,N=11.965825B,8,125,11.965825,253.755,2.1055,18.2183,121000,0.9999984884863912,0,test
B1:11.965825:122000,1156,1211,N=11.965825B,8,126,11.965825,255.853,2.1047,18.369,122000,1.0000025400276829,0,test
B1:11.965825:123000,1157,1212,N=11.965825B,8,127,11.965825,257.95,2.1042,18.5195,123000,0.9999996029861992,0,test
B1:11.965825:124000,1158,1213,N=11.965825B,8,128,11.965825,260.047,2.1036,18.6701,124000,1.0000020694816825,0,test
B1:11.965825:125000,1159,1214,N=11.965825B,8,129,11.965825,262.144,2.1031,18.8206,125000,0.9999991831935514,0,test
B1:11.965825:126000,1160,1215,N=11.965825B,8,130,11.965825,264.241,2.1024,18.9712,126000,1.0000016138725758,0,test
B1:11.965825:127000,1161,1216,N=11.965825B,8,131,11.965825,266.338,2.102,19.1217,127000,0.9999987766217759,0,test
B1:11.965825:128000,1162,1217,N=11.965825B,8,132,11.965825,268.435,2.1013,19.2723,128000,1.0000011725002462,0,test
B1:11.965825:129000,1163,1218,N=11.965825B,8,133,11.965825,270.533,2.1008,19.4229,129000,0.9999998348161462,0,test
B1:11.965825:130000,1164,1219,N=11.965825B,8,134,11.965825,272.63,2.1001,19.5735,130000,1.0000021856895038,0,test
B1:11.965825:131000,1165,1220,N=11.965825B,8,135,11.965825,274.727,2.0998,19.724,131000,0.9999994307116403,0,test
B1:11.965825:132000,1166,1221,N=11.965825B,8,136,11.965825,276.824,2.099,19.8746,132000,1.0000017490294546,0,test
B1:11.965825:133000,1167,1222,N=11.965825B,8,137,11.965825,278.921,2.0986,20.0251,133000,0.9999990387597815,0,test
B1:11.965825:134000,1168,1223,N=11.965825B,8,138,11.965825,281.018,2.098,20.1757,134000,1.0000013254031057,0,test
B1:11.965825:135000,1169,1224,N=11.965825B,8,139,11.965825,283.116,2.0975,20.3263,135000,1.0000000460388778,0,test
B1:11.965825:136000,1170,1225,N=11.965825B,8,140,11.965825,285.213,2.0969,20.4769,136000,1.0000022916436342,0,test
B1:11.965825:137000,1171,1226,N=11.965825B,8,141,11.965825,287.31,2.0964,20.6274,137000,0.999999656549174,0,test
B1:11.965825:138000,1172,1227,N=11.965825B,8,142,11.965825,289.407,2.0959,20.778,138000,1.0000018724334798,0,test
B1:11.965825:139000,1173,1228,N=11.965825B,8,143,11.965825,291.504,2.0954,20.9285,139000,0.9999992782669993,0,test
B1:11.965825:140000,1174,1229,N=11.965825B,8,144,11.965825,293.601,2.0949,21.0791,140000,1.0000014651999019,0,test
B1:11.965825:141000,1175,1230,N=11.965825B,8,145,11.965825,295.698,2.0945,21.2296,141000,0.9999989107154722,0,test
B1:11.965825:142000,1176,1231,N=11.965825B,8,146,11.965825,297.796,2.0938,21.3802,142000,0.9999977114298264,0,test
B1:11.965825:143000,1177,1232,N=11.965825B,8,147,11.965825,299.893,2.0933,21.5308,143000,0.9999998634351905,0,test
